time_s,nmc_21700_5ah,lfp_prismatic_100ah,nmc_pouch_power
70.0000,-3.6050,-74.3302,-5.9464
71.0000,-3.8525,-79.4327,-6.3546
72.0000,-3.6806,-75.8896,-6.0712
73.0000,-4.3642,-89.9831,-7.1986
74.0000,-4.0490,-83.4856,-6.6788
75.0000,-3.5055,-72.2787,-5.7823
76.0000,-4.4118,-90.9643,-7.2771
77.0000,-3.3295,-68.6504,-5.4920
78.0000,-4.2726,-88.0957,-7.0477
79.0000,-3.3622,-69.3245,-5.5460
80.0000,-3.9450,-81.3412,-6.5073
81.0000,-3.3541,-69.1576,-5.5326
82.0000,-3.5899,-74.0179,-5.9214
83.0000,-4.1965,-86.5263,-6.9221
84.0000,-3.1831,-65.6314,-5.2505
85.0000,-3.1131,-64.1872,-5.1350
86.0000,-3.6614,-75.4935,-6.0395
87.0000,-3.7371,-77.0544,-6.1643
88.0000,-3.6957,-76.1990,-6.0959
89.0000,-3.9922,-82.3136,-6.5851
90.0000,-3.2379,-66.7606,-5.3408
91.0000,-3.8350,-79.0717,-6.3257
92.0000,-3.6561,-75.3839,-6.0307
93.0000,-3.9261,-80.9497,-6.4760
94.0000,-3.8652,-79.6955,-6.3756
95.0000,-4.1023,-84.5829,-6.7666
96.0000,-3.1802,-65.5720,-5.2458
97.0000,-3.6935,-76.1557,-6.0925
98.0000,-3.2861,-67.7556,-5.4204
99.0000,-3.6327,-74.9001,-5.9920
100.0000,-3.8901,-80.2080,-6.4166
101.0000,-3.7563,-77.4501,-6.1960
102.0000,-3.8413,-79.2017,-6.3361
103.0000,-3.6346,-74.9403,-5.9952
104.0000,-3.7740,-77.8145,-6.2252
105.0000,-3.7466,-77.2494,-6.1800
106.0000,-4.1390,-85.3393,-6.8271
107.0000,-3.9310,-81.0513,-6.4841
108.0000,-3.0358,-62.5946,-5.0076
109.0000,-3.8817,-80.0342,-6.4027
110.0000,-4.0209,-82.9057,-6.6325
111.0000,-3.5148,-72.4701,-5.7976
112.0000,-3.1256,-64.4455,-5.1556
113.0000,-4.1664,-85.9052,-6.8724
114.0000,-3.7133,-76.5639,-6.1251
115.0000,-3.8674,-79.7404,-6.3792
116.0000,-4.2781,-88.2076,-7.0566
117.0000,-3.3702,-69.4880,-5.5590
118.0000,-3.6460,-75.1758,-6.0141
119.0000,-3.6115,-74.4642,-5.9571
120.0000,-3.9112,-80.6423,-6.4514
121.0000,-3.4721,-71.5891,-5.7271
122.0000,-3.8337,-79.0447,-6.3236
123.0000,-3.6895,-76.0718,-6.0857
124.0000,-4.0406,-83.3120,-6.6650
125.0000,-4.0799,-84.1208,-6.7297
126.0000,-3.1517,-64.9835,-5.1987
127.0000,-3.8220,-78.8033,-6.3043
128.0000,-3.5314,-72.8124,-5.8250
129.0000,-3.6498,-75.2534,-6.0203
130.0000,-3.7980,-78.3086,-6.2647
131.0000,-3.8223,-78.8097,-6.3048
132.0000,-3.4083,-70.2744,-5.6220
133.0000,-3.7473,-77.2640,-6.1811
134.0000,-3.6926,-76.1358,-6.0909
135.0000,-3.6294,-74.8333,-5.9867
136.0000,-3.2095,-66.1762,-5.2941
137.0000,-3.3900,-69.8962,-5.5917
138.0000,-3.4983,-72.1305,-5.7704
139.0000,-3.8425,-79.2268,-6.3381
140.0000,-4.1402,-85.3648,-6.8292
141.0000,-3.2921,-67.8785,-5.4303
142.0000,-3.2860,-67.7516,-5.4201
143.0000,-3.6887,-76.0553,-6.0844
144.0000,-3.4404,-70.9359,-5.6749
145.0000,-3.3533,-69.1392,-5.5311
146.0000,-3.3352,-68.7661,-5.5013
147.0000,-3.3023,-68.0896,-5.4472
148.0000,-3.8032,-78.4171,-6.2734
149.0000,7.8261,161.3623,12.9090
150.0000,6.8216,140.6506,11.2520
151.0000,7.5885,156.4629,12.5170
152.0000,7.4547,153.7045,12.2964
153.0000,7.5928,156.5521,12.5242
154.0000,7.9585,164.0926,13.1274
155.0000,7.8150,161.1333,12.8907
156.0000,6.8584,141.4112,11.3129
157.0000,6.6607,137.3350,10.9868
158.0000,7.5721,156.1267,12.4901
159.0000,6.9058,142.3874,11.3910
160.0000,7.2705,149.9070,11.9926
161.0000,7.5805,156.2980,12.5038
162.0000,6.6771,137.6715,11.0137
163.0000,6.5075,134.1751,10.7340
164.0000,7.3693,151.9447,12.1556
165.0000,7.2911,150.3329,12.0266
166.0000,7.1856,148.1565,11.8525
167.0000,7.2890,150.2890,12.0231
168.0000,6.9620,143.5461,11.4837
169.0000,6.7245,138.6488,11.0919
170.0000,7.2144,148.7501,11.9000
171.0000,6.9215,142.7122,11.4170
172.0000,6.6772,137.6739,11.0139
173.0000,7.4589,153.7926,12.3034
174.0000,7.2527,149.5395,11.9632
175.0000,7.4229,153.0490,12.2439
176.0000,6.9151,142.5803,11.4064
177.0000,7.0356,145.0646,11.6052
178.0000,6.9116,142.5072,11.4006
179.0000,6.9525,143.3502,11.4680
180.0000,7.3461,151.4656,12.1172
181.0000,6.9902,144.1277,11.5302
182.0000,7.4045,152.6705,12.2136
183.0000,7.3986,152.5482,12.2039
184.0000,8.0117,165.1887,13.2151
185.0000,6.7684,139.5541,11.1643
186.0000,7.5980,156.6593,12.5327
187.0000,7.2424,149.3288,11.9463
188.0000,7.2699,149.8948,11.9916
189.0000,6.7476,139.1260,11.1301
190.0000,7.1076,146.5485,11.7239
191.0000,7.5453,155.5740,12.4459
192.0000,7.2450,149.3814,11.9505
193.0000,7.3045,150.6079,12.0486
194.0000,7.1693,147.8196,11.8256
195.0000,7.6950,158.6593,12.6927
196.0000,7.2672,149.8390,11.9871
197.0000,6.4746,133.4969,10.6798
198.0000,7.0233,144.8095,11.5848
199.0000,6.5589,135.2340,10.8187
200.0000,6.0923,125.6142,10.0491
201.0000,7.0822,146.0241,11.6819
202.0000,7.7601,160.0017,12.8001
203.0000,7.2921,150.3534,12.0283
204.0000,6.8485,141.2059,11.2965
205.0000,6.9328,142.9448,11.4356
206.0000,7.6863,158.4796,12.6784
207.0000,7.3323,151.1822,12.0946
208.0000,7.2925,150.3600,12.0288
209.0000,7.2556,149.5990,11.9679
210.0000,7.2890,150.2880,12.0230
211.0000,7.5680,156.0405,12.4832
212.0000,7.4760,154.1443,12.3315
213.0000,7.3535,151.6178,12.1294
214.0000,6.8957,142.1785,11.3743
215.0000,7.4609,153.8333,12.3067
216.0000,7.0261,144.8681,11.5895
217.0000,7.6729,158.2038,12.6563
218.0000,6.8127,140.4671,11.2374
219.0000,7.2249,148.9678,11.9174
220.0000,7.2723,149.9448,11.9956
221.0000,6.7932,140.0652,11.2052
222.0000,7.9014,162.9148,13.0332
223.0000,7.8062,160.9531,12.8762
224.0000,7.1064,146.5231,11.7218
225.0000,7.5557,155.7879,12.4630
226.0000,7.4127,152.8401,12.2272
227.0000,-4.5882,-94.6017,-7.5681
228.0000,-3.5464,-73.1220,-5.8498
229.0000,-3.6598,-75.4601,-6.0368
230.0000,-3.6072,-74.3759,-5.9501
231.0000,-4.0292,-83.0766,-6.6461
232.0000,-3.7355,-77.0201,-6.1616
233.0000,-3.7023,-76.3369,-6.1070
234.0000,-3.2053,-66.0893,-5.2871
235.0000,-3.5159,-72.4918,-5.7993
236.0000,-3.6395,-75.0417,-6.0033
237.0000,-3.0813,-63.5327,-5.0826
238.0000,-3.8395,-79.1644,-6.3331
239.0000,-3.7792,-77.9207,-6.2337
240.0000,-4.2983,-88.6257,-7.0901
241.0000,-3.0667,-63.2317,-5.0585
242.0000,-3.2867,-67.7675,-5.4214
243.0000,-3.3040,-68.1236,-5.4499
244.0000,-3.3942,-69.9833,-5.5987
245.0000,-3.5974,-74.1739,-5.9339
246.0000,-3.5591,-73.3838,-5.8707
247.0000,-3.7292,-76.8900,-6.1512
248.0000,-3.7116,-76.5270,-6.1222
249.0000,-3.6177,-74.5927,-5.9674
250.0000,-3.0876,-63.6613,-5.0929
251.0000,-3.4354,-70.8323,-5.6666
252.0000,-3.6588,-75.4385,-6.0351
253.0000,-3.8483,-79.3454,-6.3476
254.0000,-3.8685,-79.7625,-6.3810
255.0000,-3.0545,-62.9797,-5.0384
256.0000,-3.4532,-71.1998,-5.6960
257.0000,-3.6129,-74.4934,-5.9595
258.0000,-3.7634,-77.5964,-6.2077
259.0000,-4.0409,-83.3179,-6.6654
260.0000,-3.6618,-75.5015,-6.0401
261.0000,-3.3197,-68.4476,-5.4758
262.0000,-3.7803,-77.9440,-6.2355
263.0000,-3.7202,-76.7043,-6.1363
264.0000,-3.7179,-76.6578,-6.1326
265.0000,-3.5976,-74.1780,-5.9342
266.0000,-4.2170,-86.9476,-6.9558
267.0000,-3.7231,-76.7655,-6.1412
268.0000,-3.9483,-81.4080,-6.5126
269.0000,-3.3157,-68.3656,-5.4692
270.0000,-3.9178,-80.7795,-6.4624
271.0000,-3.4276,-70.6721,-5.6538
272.0000,-3.0830,-63.5667,-5.0853
273.0000,-3.7516,-77.3520,-6.1882
274.0000,-3.8563,-79.5118,-6.3609
275.0000,-3.5679,-73.5643,-5.8851
276.0000,-3.6382,-75.0152,-6.0012
277.0000,-3.9989,-82.4521,-6.5962
278.0000,-3.4698,-71.5431,-5.7234
279.0000,-2.9044,-59.8836,-4.7907
280.0000,-3.7314,-76.9358,-6.1549
281.0000,-3.7113,-76.5216,-6.1217
282.0000,-4.0176,-82.8370,-6.6270
283.0000,-3.5214,-72.6068,-5.8085
284.0000,-4.0911,-84.3523,-6.7482
285.0000,-4.0401,-83.3020,-6.6642
286.0000,-3.1720,-65.4025,-5.2322
287.0000,-3.9669,-81.7909,-6.5433
288.0000,-3.2442,-66.8898,-5.3512
289.0000,-3.0830,-63.5673,-5.0854
290.0000,-3.5432,-73.0551,-5.8444
291.0000,-3.4362,-70.8496,-5.6680
292.0000,-2.9274,-60.3581,-4.8286
293.0000,-3.7091,-76.4755,-6.1180
294.0000,-3.8532,-79.4475,-6.3558
295.0000,-4.1297,-85.1492,-6.8119
296.0000,-3.6223,-74.6872,-5.9750
297.0000,-3.0995,-63.9064,-5.1125
298.0000,-3.2884,-67.8030,-5.4242
299.0000,-3.9802,-82.0657,-6.5653
300.0000,-3.9486,-81.4153,-6.5132
301.0000,-3.8209,-78.7813,-6.3025
302.0000,-3.5312,-72.8080,-5.8246
303.0000,-3.7122,-76.5398,-6.1232
304.0000,-3.5595,-73.3916,-5.8713
305.0000,-3.5296,-72.7745,-5.8220
306.0000,-3.7462,-77.2408,-6.1793
307.0000,-3.6521,-75.3013,-6.0241
308.0000,-3.5624,-73.4506,-5.8760
309.0000,-3.6680,-75.6298,-6.0504
310.0000,-3.4543,-71.2236,-5.6979
311.0000,-2.9570,-60.9684,-4.8775
312.0000,-3.4222,-70.5602,-5.6448
313.0000,-3.6172,-74.5814,-5.9665
314.0000,-4.2508,-87.6459,-7.0117
315.0000,-3.4964,-72.0903,-5.7672
316.0000,-4.3456,-89.6001,-7.1680
317.0000,-4.1500,-85.5678,-6.8454
318.0000,-3.3266,-68.5902,-5.4872
319.0000,-3.3806,-69.7032,-5.5763
320.0000,-3.6920,-76.1245,-6.0900
321.0000,-4.2595,-87.8251,-7.0260
322.0000,-3.7726,-77.7851,-6.2228
323.0000,-3.8844,-80.0905,-6.4072
324.0000,-3.4058,-70.2237,-5.6179
325.0000,-2.8163,-58.0670,-4.6454
326.0000,-3.5586,-73.3730,-5.8698
327.0000,-3.9210,-80.8448,-6.4676
328.0000,-4.0633,-83.7791,-6.7023
329.0000,-3.6579,-75.4207,-6.0337
330.0000,-3.7018,-76.3259,-6.1061
331.0000,-4.0564,-83.6364,-6.6909
332.0000,-3.5952,-74.1273,-5.9302
333.0000,-4.0561,-83.6319,-6.6905
334.0000,-3.2330,-66.6592,-5.3327
335.0000,-3.2510,-67.0301,-5.3624
336.0000,-3.2429,-66.8644,-5.3491
337.0000,-3.8099,-78.5554,-6.2844
338.0000,-3.4503,-71.1411,-5.6913
339.0000,-3.6855,-75.9905,-6.0792
340.0000,-3.7789,-77.9161,-6.2333
341.0000,-3.7609,-77.5436,-6.2035
342.0000,-4.1103,-84.7479,-6.7798
343.0000,-4.1627,-85.8290,-6.8663
344.0000,-3.3486,-69.0426,-5.5234
345.0000,-3.7071,-76.4343,-6.1147
346.0000,-3.5588,-73.3768,-5.8701
347.0000,-3.2731,-67.4872,-5.3990
348.0000,-4.2679,-87.9985,-7.0399
349.0000,-3.9227,-80.8810,-6.4705
350.0000,-3.5737,-73.6850,-5.8948
351.0000,-3.4949,-72.0593,-5.7647
352.0000,-3.7747,-77.8281,-6.2262
353.0000,-3.2631,-67.2812,-5.3825
354.0000,-3.5610,-73.4220,-5.8738
355.0000,-4.0789,-84.1004,-6.7280
356.0000,-3.9761,-81.9807,-6.5585
357.0000,-3.3445,-68.9590,-5.5167
358.0000,-3.4688,-71.5213,-5.7217
359.0000,-4.3283,-89.2430,-7.1394
360.0000,-3.1473,-64.8922,-5.1914
361.0000,-3.4200,-70.5148,-5.6412
362.0000,-3.1489,-64.9249,-5.1940
363.0000,-3.7771,-77.8778,-6.2302
364.0000,-3.7451,-77.2178,-6.1774
365.0000,6.8653,141.5516,11.3241
366.0000,8.1978,169.0270,13.5222
367.0000,7.2112,148.6841,11.8947
368.0000,7.8525,161.9065,12.9525
369.0000,7.0395,145.1453,11.6116
370.0000,7.3346,151.2288,12.0983
371.0000,6.6670,137.4649,10.9972
372.0000,7.1357,147.1285,11.7703
373.0000,7.6328,157.3782,12.5903
374.0000,6.8197,140.6119,11.2490
375.0000,7.6650,158.0417,12.6433
376.0000,7.3977,152.5293,12.2023
377.0000,6.8953,142.1704,11.3736
378.0000,7.0925,146.2380,11.6990
379.0000,7.1080,146.5570,11.7246
380.0000,7.2570,149.6286,11.9703
381.0000,7.0800,145.9789,11.6783
382.0000,6.9741,143.7953,11.5036
383.0000,7.1642,147.7156,11.8172
384.0000,6.9015,142.2983,11.3839
385.0000,6.8059,140.3286,11.2263
386.0000,7.2575,149.6387,11.9711
387.0000,7.5961,156.6216,12.5297
388.0000,6.7187,138.5297,11.0824
389.0000,7.2763,150.0263,12.0021
390.0000,7.0386,145.1253,11.6100
391.0000,6.9196,142.6714,11.4137
392.0000,7.5854,156.4008,12.5121
393.0000,7.0865,146.1137,11.6891
394.0000,7.8200,161.2373,12.8990
395.0000,6.9913,144.1512,11.5321
396.0000,7.4156,152.8988,12.2319
397.0000,7.1923,148.2954,11.8636
398.0000,7.0007,144.3448,11.5476
399.0000,7.4888,154.4076,12.3526
400.0000,7.2186,148.8376,11.9070
401.0000,7.4944,154.5241,12.3619
402.0000,7.2578,149.6453,11.9716
403.0000,6.8800,141.8564,11.3485
404.0000,7.2379,149.2345,11.9388
405.0000,7.2939,150.3897,12.0312
406.0000,7.6236,157.1885,12.5751
407.0000,6.9453,143.2030,11.4562
408.0000,7.2607,149.7050,11.9764
409.0000,6.6487,137.0859,10.9669
410.0000,7.5120,154.8862,12.3909
411.0000,6.8816,141.8889,11.3511
412.0000,6.6179,136.4523,10.9162
413.0000,7.2535,149.5559,11.9645
414.0000,7.6772,158.2926,12.6634
415.0000,6.7205,138.5666,11.0853
416.0000,6.8792,141.8397,11.3472
417.0000,7.0046,144.4254,11.5540
418.0000,6.8641,141.5288,11.3223
419.0000,7.4130,152.8457,12.2277
420.0000,6.9813,143.9447,11.5156
421.0000,7.0125,144.5886,11.5671
422.0000,7.4872,154.3748,12.3500
423.0000,7.0002,144.3336,11.5467
424.0000,7.4324,153.2459,12.2597
425.0000,6.9217,142.7146,11.4172
426.0000,6.8341,140.9090,11.2727
427.0000,6.6074,136.2341,10.8987
428.0000,7.9520,163.9590,13.1167
429.0000,7.1585,147.5981,11.8078
430.0000,7.3637,151.8295,12.1464
431.0000,7.2637,149.7671,11.9814
432.0000,7.3332,151.1997,12.0960
433.0000,7.2931,150.3726,12.0298
434.0000,7.9691,164.3116,13.1449
435.0000,6.8971,142.2081,11.3766
436.0000,6.7085,138.3190,11.0655
437.0000,6.9069,142.4103,11.3928
438.0000,6.7895,139.9897,11.1992
439.0000,7.5467,155.6022,12.4482
440.0000,7.5734,156.1528,12.4922
441.0000,6.9253,142.7901,11.4232
442.0000,6.7692,139.5717,11.1657
443.0000,7.1459,147.3390,11.7871
444.0000,7.7810,160.4334,12.8347
445.0000,1.8844,38.8532,3.1083
446.0000,3.1016,63.9497,5.1160
447.0000,2.5187,51.9318,4.1545
448.0000,3.2884,67.8028,5.4242
449.0000,2.5179,51.9156,4.1532
450.0000,2.8062,57.8594,4.6288
451.0000,2.3621,48.7029,3.8962
452.0000,2.5545,52.6706,4.2136
453.0000,3.4141,70.3938,5.6315
454.0000,3.2085,66.1543,5.2923
455.0000,2.7639,56.9875,4.5590
456.0000,2.5935,53.4737,4.2779
457.0000,2.2211,45.7964,3.6637
458.0000,2.7668,57.0476,4.5638
459.0000,2.8988,59.7682,4.7815
460.0000,2.8794,59.3696,4.7496
461.0000,2.8759,59.2966,4.7437
462.0000,2.5019,51.5864,4.1269
463.0000,2.8859,59.5029,4.7602
464.0000,2.8959,59.7099,4.7768
465.0000,3.3794,69.6792,5.5743
466.0000,3.5890,74.0005,5.9200
467.0000,2.8602,58.9726,4.7178
468.0000,2.6313,54.2527,4.3402
469.0000,2.8864,59.5126,4.7610
470.0000,2.6890,55.4428,4.4354
471.0000,2.6399,54.4317,4.3545
472.0000,2.8887,59.5601,4.7648
473.0000,2.5305,52.1752,4.1740
474.0000,3.1305,64.5458,5.1637
475.0000,2.8722,59.2206,4.7377
476.0000,3.0009,61.8751,4.9500
477.0000,2.8435,58.6279,4.6902
478.0000,2.6455,54.5456,4.3636
479.0000,2.5652,52.8903,4.2312
480.0000,2.8237,58.2204,4.6576
481.0000,2.7104,55.8843,4.4707
482.0000,2.9951,61.7543,4.9403
483.0000,2.9084,59.9668,4.7973
484.0000,2.4145,49.7827,3.9826
485.0000,2.9344,60.5034,4.8403
486.0000,2.4215,49.9285,3.9943
487.0000,2.6858,55.3764,4.4301
488.0000,2.8029,57.7923,4.6234
489.0000,2.1551,44.4355,3.5548
490.0000,2.9433,60.6863,4.8549
491.0000,2.9649,61.1324,4.8906
492.0000,2.8525,58.8148,4.7052
493.0000,2.7557,56.8176,4.5454
494.0000,2.7741,57.1980,4.5758
495.0000,2.5548,52.6760,4.2141
496.0000,2.8119,57.9772,4.6382
497.0000,2.7090,55.8554,4.4684
498.0000,2.9434,60.6876,4.8550
499.0000,2.4720,50.9690,4.0775
500.0000,2.9957,61.7669,4.9414
501.0000,2.9621,61.0741,4.8859
502.0000,2.8585,58.9383,4.7151
503.0000,2.7502,56.7060,4.5365
504.0000,3.1109,64.1425,5.1314
505.0000,2.3045,47.5155,3.8012
506.0000,3.0775,63.4534,5.0763
507.0000,2.9984,61.8228,4.9458
508.0000,3.0131,62.1253,4.9700
509.0000,3.0494,62.8748,5.0300
510.0000,2.6722,55.0977,4.4078
511.0000,2.8156,58.0540,4.6443
512.0000,3.1417,64.7779,5.1822
513.0000,3.0666,63.2298,5.0584
514.0000,2.9852,61.5503,4.9240
515.0000,2.3592,48.6426,3.8914
516.0000,3.1057,64.0342,5.1227
517.0000,3.3354,68.7710,5.5017
518.0000,3.2773,67.5725,5.4058
519.0000,2.9951,61.7541,4.9403
520.0000,2.3434,48.3174,3.8654
521.0000,3.2529,67.0691,5.3655
522.0000,2.8564,58.8956,4.7116
523.0000,1.9888,41.0061,3.2805
524.0000,3.0472,62.8291,5.0263
525.0000,2.3672,48.8087,3.9047
526.0000,2.4384,50.2767,4.0221
527.0000,2.6790,55.2378,4.4190
528.0000,3.3729,69.5444,5.5636
529.0000,2.7751,57.2187,4.5775
530.0000,3.0086,62.0324,4.9626
531.0000,3.5458,73.1098,5.8488
532.0000,3.4898,71.9552,5.7564
533.0000,2.8724,59.2248,4.7380
534.0000,2.8221,58.1886,4.6551
535.0000,2.4514,50.5435,4.0435
536.0000,2.6574,54.7916,4.3833
537.0000,3.0647,63.1902,5.0552
538.0000,3.0539,62.9680,5.0374
539.0000,2.9501,60.8268,4.8661
540.0000,3.2719,67.4610,5.3969
541.0000,2.6291,54.2072,4.3366
542.0000,2.8896,59.5794,4.7664
543.0000,3.1760,65.4843,5.2387
544.0000,3.1225,64.3811,5.1505
545.0000,3.2996,68.0321,5.4426
546.0000,3.0544,62.9777,5.0382
547.0000,2.7975,57.6795,4.6144
548.0000,3.0417,62.7164,5.0173
549.0000,2.5453,52.4805,4.1984
550.0000,2.3136,47.7041,3.8163
551.0000,3.1212,64.3550,5.1484
552.0000,-0.0201,-0.4136,-0.0331
553.0000,0.1122,2.3131,0.1850
554.0000,-0.6175,-12.7326,-1.0186
555.0000,-0.1328,-2.7384,-0.2191
556.0000,-0.2182,-4.4989,-0.3599
557.0000,-0.3144,-6.4816,-0.5185
558.0000,-0.8203,-16.9126,-1.3530
559.0000,-0.1218,-2.5116,-0.2009
560.0000,0.3264,6.7298,0.5384
561.0000,0.1386,2.8575,0.2286
562.0000,-0.2186,-4.5071,-0.3606
563.0000,-0.0054,-0.1116,-0.0089
564.0000,0.2753,5.6760,0.4541
565.0000,-1.0041,-20.7031,-1.6563
566.0000,-0.0453,-0.9340,-0.0747
567.0000,0.1976,4.0740,0.3259
568.0000,0.2481,5.1160,0.4093
569.0000,0.6186,12.7555,1.0204
570.0000,0.4129,8.5128,0.6810
571.0000,0.1137,2.3442,0.1875
572.0000,0.1098,2.2648,0.1812
573.0000,0.2863,5.9021,0.4722
574.0000,-0.1962,-4.0450,-0.3236
575.0000,-0.0146,-0.3014,-0.0241
576.0000,0.3296,6.7968,0.5437
577.0000,0.7120,14.6808,1.1745
578.0000,-0.0579,-1.1945,-0.0956
579.0000,-0.0176,-0.3630,-0.0290
580.0000,0.0722,1.4886,0.1191
581.0000,0.4886,10.0740,0.8059
582.0000,-0.0110,-0.2273,-0.0182
583.0000,0.5345,11.0202,0.8816
584.0000,-0.3516,-7.2499,-0.5800
585.0000,-0.0677,-1.3953,-0.1116
586.0000,-0.0721,-1.4862,-0.1189
587.0000,0.2861,5.8988,0.4719
588.0000,0.3802,7.8395,0.6272
589.0000,-0.5491,-11.3208,-0.9057
590.0000,-0.3329,-6.8634,-0.5491
591.0000,0.1225,2.5264,0.2021
592.0000,-0.2396,-4.9402,-0.3952
593.0000,-0.5538,-11.4182,-0.9135
594.0000,0.3777,7.7886,0.6231
595.0000,0.1797,3.7048,0.2964
596.0000,0.1794,3.6988,0.2959
597.0000,-0.1729,-3.5658,-0.2853
598.0000,0.3743,7.7170,0.6174
599.0000,-0.0873,-1.7997,-0.1440
600.0000,0.3988,8.2233,0.6579
601.0000,-0.3316,-6.8375,-0.5470
602.0000,-0.3107,-6.4060,-0.5125
603.0000,0.0744,1.5350,0.1228
604.0000,-0.2555,-5.2675,-0.4214
605.0000,0.2457,5.0659,0.4053
606.0000,0.0946,1.9507,0.1561
607.0000,-0.3357,-6.9223,-0.5538
608.0000,0.0265,0.5465,0.0437
609.0000,-0.1278,-2.6346,-0.2108
610.0000,0.3331,6.8687,0.5495
611.0000,-0.2301,-4.7441,-0.3795
612.0000,-3.7972,-78.2938,-6.2635
613.0000,-3.1969,-65.9157,-5.2733
614.0000,-2.8232,-58.2105,-4.6568
615.0000,-2.9104,-60.0074,-4.8006
616.0000,-3.6145,-74.5258,-5.9621
617.0000,-3.5579,-73.3586,-5.8687
618.0000,-3.0797,-63.4991,-5.0799
619.0000,-3.6828,-75.9333,-6.0747
620.0000,-3.9926,-82.3226,-6.5858
621.0000,-3.5950,-74.1234,-5.9299
622.0000,-3.4733,-71.6136,-5.7291
623.0000,-3.9391,-81.2186,-6.4975
624.0000,-4.2363,-87.3467,-6.9877
625.0000,-4.1601,-85.7755,-6.8620
626.0000,-3.3955,-70.0093,-5.6007
627.0000,-3.9134,-80.6878,-6.4550
628.0000,-3.6889,-76.0601,-6.0848
629.0000,-3.5602,-73.4058,-5.8725
630.0000,-3.4123,-70.3564,-5.6285
631.0000,-3.7593,-77.5118,-6.2009
632.0000,-3.4561,-71.2596,-5.7008
633.0000,-3.9613,-81.6755,-6.5340
634.0000,-3.7691,-77.7129,-6.2170
635.0000,-4.0101,-82.6831,-6.6146
636.0000,-3.2258,-66.5117,-5.3209
637.0000,-3.6474,-75.2031,-6.0162
638.0000,-3.9064,-80.5448,-6.4436
639.0000,-3.7657,-77.6428,-6.2114
640.0000,-3.7182,-76.6630,-6.1330
641.0000,-3.3827,-69.7461,-5.5797
642.0000,-4.2179,-86.9673,-6.9574
